0.000000000000000000e+00,0.000000000000000000e+00
2.848722986232132826e-02,3.929273084509077307e-03
4.715127701365418034e-02,1.473477406682377477e-02
6.974459724938242289e-02,4.027504911584856018e-02
9.823182711193112482e-02,8.840864440071527497e-02
1.227897838898570626e-01,1.414538310411899147e-01
1.424361493122887623e-01,2.043222003928804043e-01
1.561886051079000026e-01,2.819253438113946686e-01
1.640471512769181572e-01,3.634577603143043234e-01
1.679764243613135477e-01,4.557956777996423625e-01
1.669941060902147001e-01,5.618860510804779551e-01
1.620825147347204620e-01,6.571709233791125371e-01
1.532416502946034598e-01,7.249508840864109516e-01
1.424361493122887623e-01,7.848722986246912114e-01
1.355599214143694553e-01,8.290766208251625358e-01
1.257367387031536055e-01,8.624754420432054758e-01
1.159135559921651293e-01,8.978388998035597979e-01
1.070726915520481271e-01,9.253438113948959653e-01
8.840864440071527497e-02,9.577603143418400578e-01
6.679764243608588004e-02,9.715127701374512981e-01
3.536345776024063525e-02,9.724950884086638325e-01
1.375245579561124032e-02,9.724950884086638325e-01
-2.946954813523916528e-03,9.656188605107445255e-01
-2.062868369353054732e-02,9.518664047151332852e-01
-3.929273084486339940e-02,9.273084479370936606e-01
-5.402750491157348733e-02,9.007858546168563407e-01
-6.483300589388818480e-02,8.664047151277145531e-01
-6.974459724960979656e-02,8.369351669940670035e-01
-7.662082514752910356e-02,7.996070726915149862e-01
-8.055009823192449403e-02,7.593320235756664260e-01
-8.251473477412218926e-02,7.102161100195871768e-01
-8.447937131631988450e-02,6.620825147347204620e-01
-8.546168958741873212e-02,6.178781925343628245e-01
-8.546168958741873212e-02,5.717092337916938050e-01
-8.251473477412218926e-02,5.383104125736508649e-01
-8.153241650302334165e-02,5.009823182710988476e-01
-8.153241650302334165e-02,4.597249508840377530e-01
-8.153241650302334165e-02,4.115913555991710382e-01
-8.251473477412218926e-02,3.644400785854031710e-01
-8.251473477412218926e-02,3.280943025540636881e-01
-8.153241650302334165e-02,2.888015717092002888e-01
-8.153241650302334165e-02,2.534381139488459667e-01
-7.956777996082564641e-02,2.151277013751951017e-01
-7.662082514752910356e-02,1.777996070726430844e-01
-7.170923379180749180e-02,1.424361493124024491e-01
-6.679764243631325371e-02,1.159135559921651293e-01
-5.992141453839394671e-02,9.332023575632319989e-02
-5.304518664047463972e-02,7.465618860510403465e-02
-4.715127701388155401e-02,5.795677799608256464e-02
-3.634577603156685655e-02,3.929273084474971256e-02
-2.554027504925215908e-02,2.652259332023731986e-02
-1.080550098231469747e-02,1.571709233792262239e-02
4.911591355494238087e-03,7.858546168904467777e-03
2.161100196462939493e-02,4.911591355607924925e-03
3.634577603133948287e-02,5.893909626706772542e-03
5.500982318267233495e-02,1.571709233792262239e-02
6.876227897828357527e-02,3.241650294694409240e-02
8.055009823169712035e-02,5.697445972498371702e-02
9.233791748511066544e-02,8.153241650290965481e-02
1.100196463653446699e-01,1.149312377209525948e-01
1.277013752455786744e-01,1.512770137524057645e-01
1.473477406680103741e-01,1.935166994105657068e-01
1.611001964636216144e-01,2.436149312377438036e-01
1.738703339881340071e-01,2.996070726915149862e-01
1.836935166993498569e-01,3.722986247544213256e-01
1.895874263259429426e-01,4.587426326129389054e-01
1.915520628683680116e-01,5.559921414537711826e-01
1.915520628683680116e-01,6.365422396856956766e-01
1.915520628683680116e-01,7.102161100195871768e-01
1.895874263259429426e-01,7.544204322200585011e-01
1.836935166993498569e-01,7.956777996070059089e-01
1.748526522592328547e-01,8.330058939095579262e-01
1.660117878191158525e-01,8.624754420432054758e-01
1.561886051079000026e-01,8.870333988212451004e-01
1.453831041255853052e-01,9.106090373280721906e-01
1.345776031432706077e-01,9.253438113948959653e-01
1.198428290765605198e-01,9.420432220039174354e-01
1.021611001963265153e-01,9.587426326129389054e-01
8.153241650279596797e-02,9.764243614930592230e-01
6.876227897828357527e-02,9.842829076620773776e-01
4.223968565815994225e-02,9.882121807465864549e-01
1.473477406671008794e-02,9.872298624753739205e-01
-7.858546169018154615e-03,9.813359528486671479e-01
-2.750491159144985431e-02,9.705304518663524505e-01
-4.420432220035763748e-02,9.489194499017230555e-01
-5.992141453839394671e-02,9.165029469547789631e-01
-7.170923379180749180e-02,8.831041257367360231e-01
-7.956777996082564641e-02,8.555992141453998556e-01
-8.939096267204149626e-02,8.163064833005364562e-01
-9.233791748533803911e-02,7.819253438113946686e-01
-9.430255402753573435e-02,7.416502946954324216e-01
-9.724950884083227720e-02,6.925343811394668592e-01
-1.060903732809492794e-01,6.277013752455786744e-01
-1.080550098231469747e-01,5.609037328093791075e-01
-1.100196463655720436e-01,5.078585461689044678e-01
-1.119842829077697388e-01,4.577603143418400578e-01
-1.119842829077697388e-01,4.017681728879551883e-01
-1.110019646366708912e-01,3.379174852651658512e-01
-1.090373280944731960e-01,2.632612966600618165e-01
-1.060903732809492794e-01,2.170923379175064838e-01
-1.011787819254550413e-01,1.886051080549577819e-01
-9.724950884083227720e-02,1.561886051080136895e-01
-9.135559921423919150e-02,1.286836935166775220e-01
-8.644400785851757973e-02,1.021611001964402021e-01
-7.858546168972679880e-02,7.956777996071195957e-02
-6.777996070741210133e-02,5.893909626718141226e-02
-5.402750491157348733e-02,4.223968565815994225e-02
-3.929273084486339940e-02,2.946954813353386271e-02
-2.062868369353054732e-02,1.473477406682377477e-02
-9.823182710988476174e-04,4.911591355607924925e-03
1.669941060890778317e-02,4.911591355607924925e-03
3.634577603133948287e-02,4.911591355607924925e-03
5.697445972487003019e-02,8.840864440117002232e-03
7.760314341840057750e-02,2.455795677792593779e-02
9.528487229863458197e-02,5.009823182706441003e-02
1.090373280942458223e-01,7.662082514730172988e-02
1.218074656187582150e-01,1.159135559921651293e-01
1.385068762278933718e-01,1.571709233791125371e-01
1.512770137524057645e-01,2.003929273084850138e-01
1.611001964636216144e-01,2.642436149312743510e-01
1.679764243613135477e-01,3.388998035363783856e-01
1.689587426326397690e-01,4.066797642435631133e-01
1.719056974459363119e-01,4.597249508840377530e-01
1.738703339881340071e-01,5.166994106090214700e-01
1.768172888014305499e-01,5.874263261296164274e-01
1.777996070725293976e-01,6.512770137524057645e-01
1.787819253436282452e-01,7.141453831040962541e-01
1.787819253436282452e-01,7.573673870333550440e-01
1.758349705303317023e-01,7.976424361493172910e-01
1.719056974459363119e-01,8.300589390962613834e-01
1.611001964636216144e-01,8.673870333988134007e-01
1.473477406680103741e-01,9.007858546168563407e-01
1.286836935166775220e-01,9.322200392927015855e-01
1.070726915520481271e-01,9.528487229862321328e-01
